0.000000   0.000000   0.000107
0.000000   1.000000   0.000164
0.000000   2.000000   0.000029
0.000000   3.000000   0.000570
0.000000   4.000000   0.000609
0.000000   5.000000   0.001235
0.000000   6.000000   0.002322
0.000000   7.000000   0.001453
0.000000   8.000000   0.001692
0.000000   9.000000   0.004588
0.000000   10.000000   0.002560
0.000000   11.000000   0.000163
0.000000   12.000000   0.003960
0.000000   13.000000   0.009089
0.000000   14.000000   0.010989
0.000000   15.000000   0.014264
0.000000   16.000000   0.004526
0.000000   17.000000   0.015400
0.000000   18.000000   0.006335
0.000000   19.000000   0.006347
0.000000   20.000000   0.004762
0.000000   21.000000   0.005803
0.000000   22.000000   0.017070
0.000000   23.000000   0.010881
0.000000   24.000000   0.011550
0.000000   25.000000   0.009129
0.000000   26.000000   0.004090
0.000000   27.000000   0.004265
0.000000   28.000000   0.003575
0.000000   29.000000   0.007009
0.000000   30.000000   0.005866
0.000000   31.000000   0.000552
0.000000   32.000000   0.003612
0.000000   33.000000   0.002686
0.000000   34.000000   0.002115
0.000000   35.000000   0.001797
0.000000   36.000000   0.000176
0.000000   37.000000   0.000341
0.000000   38.000000   0.000772
0.000000   39.000000   0.000501
0.000000   40.000000   0.000436
0.000000   41.000000   0.000656
0.000000   42.000000   0.000840
0.000000   43.000000   0.001119
0.000000   44.000000   0.001548
0.000000   45.000000   0.002221
0.000000   46.000000   0.003103
0.000000   47.000000   0.004326
0.000000   48.000000   0.005980
0.000000   49.000000   0.008191
0.000000   50.000000   0.011110
0.000000   51.000000   0.014921
0.000000   52.000000   0.019841
0.000000   53.000000   0.026122
0.000000   54.000000   0.034048
0.000000   55.000000   0.043937
0.000000   56.000000   0.056135
0.000000   57.000000   0.071005
0.000000   58.000000   0.088922
0.000000   59.000000   0.110251
0.000000   60.000000   0.135335
0.000000   61.000000   0.164474
0.000000   62.000000   0.197899
0.000000   63.000000   0.235746
0.000000   64.000000   0.278037
0.000000   65.000000   0.324652
0.000000   66.000000   0.375311
0.000000   67.000000   0.429557
0.000000   68.000000   0.486752
0.000000   69.000000   0.546074
0.000000   70.000000   0.606531
0.000000   71.000000   0.666977
0.000000   72.000000   0.726149
0.000000   73.000000   0.782705
0.000000   74.000000   0.835270
0.000000   75.000000   0.882497
0.000000   76.000000   0.923116
0.000000   77.000000   0.955997
0.000000   78.000000   0.980199
0.000000   79.000000   0.995012
0.000000   80.000000   1.000000
0.000000   81.000000   0.995012
0.000000   82.000000   0.980199
0.000000   83.000000   0.955997
0.000000   84.000000   0.923116
0.000000   85.000000   0.882497
0.000000   86.000000   0.835270
0.000000   87.000000   0.782705
0.000000   88.000000   0.726149
0.000000   89.000000   0.666977
0.000000   90.000000   0.606531
0.000000   91.000000   0.546074
0.000000   92.000000   0.486752
0.000000   93.000000   0.429557
0.000000   94.000000   0.375311
0.000000   95.000000   0.324652
0.000000   96.000000   0.278037
0.000000   97.000000   0.235746
0.000000   98.000000   0.197899
0.000000   99.000000   0.164474

1.000000   0.000000   0.000253
1.000000   1.000000   0.000424
1.000000   2.000000   0.000869
1.000000   3.000000   0.000782
1.000000   4.000000   0.000962
1.000000   5.000000   0.002110
1.000000   6.000000   0.001600
1.000000   7.000000   0.002446
1.000000   8.000000   0.000192
1.000000   9.000000   0.004356
1.000000   10.000000   0.007265
1.000000   11.000000   0.003851
1.000000   12.000000   0.003994
1.000000   13.000000   0.015081
1.000000   14.000000   0.005662
1.000000   15.000000   0.011377
1.000000   16.000000   0.007838
1.000000   17.000000   0.000989
1.000000   18.000000   0.010656
1.000000   19.000000   0.011517
1.000000   20.000000   0.021100
1.000000   21.000000   0.006964
1.000000   22.000000   0.020793
1.000000   23.000000   0.011867
1.000000   24.000000   0.008990
1.000000   25.000000   0.016012
1.000000   26.000000   0.018308
1.000000   27.000000   0.013259
1.000000   28.000000   0.000857
1.000000   29.000000   0.001567
1.000000   30.000000   0.000103
1.000000   31.000000   0.006137
1.000000   32.000000   0.005971
1.000000   33.000000   0.003161
1.000000   34.000000   0.001588
1.000000   35.000000   0.001808
1.000000   36.000000   0.001590
1.000000   37.000000   0.000263
1.000000   38.000000   0.000265
1.000000   39.000000   0.000240
1.000000   40.000000   0.000615
1.000000   41.000000   0.000583
1.000000   42.000000   0.000827
1.000000   43.000000   0.001166
1.000000   44.000000   0.001609
1.000000   45.000000   0.002232
1.000000   46.000000   0.003107
1.000000   47.000000   0.004351
1.000000   48.000000   0.006001
1.000000   49.000000   0.008221
1.000000   50.000000   0.011144
1.000000   51.000000   0.014965
1.000000   52.000000   0.019895
1.000000   53.000000   0.026188
1.000000   54.000000   0.034130
1.000000   55.000000   0.044037
1.000000   56.000000   0.056255
1.000000   57.000000   0.071149
1.000000   58.000000   0.089090
