
# Curve 0 of 3, 100 points
# Curve title: "x"
# x y type
 0  0  i
 1.0101  1.0101  i
 2.0202  2.0202  i
 3.0303  3.0303  i
 4.0404  4.0404  i
 5.05051  5.05051  i
 6.06061  6.06061  i
 7.07071  7.07071  i
 8.08081  8.08081  i
 9.09091  9.09091  i
 10.101  10.101  i
 11.1111  11.1111  i
 12.1212  12.1212  i
 13.1313  13.1313  i
 14.1414  14.1414  i
 15.1515  15.1515  i
 16.1616  16.1616  i
 17.1717  17.1717  i
 18.1818  18.1818  i
 19.1919  19.1919  i
 20.202  20.202  i
 21.2121  21.2121  i
 22.2222  22.2222  i
 23.2323  23.2323  i
 24.2424  24.2424  i
 25.2525  25.2525  i
 26.2626  26.2626  i
 27.2727  27.2727  i
 28.2828  28.2828  i
 29.2929  29.2929  i
 30.303  30.303  i
 31.3131  31.3131  i
 32.3232  32.3232  i
 33.3333  33.3333  i
 34.3434  34.3434  i
 35.3535  35.3535  i
 36.3636  36.3636  i
 37.3737  37.3737  i
 38.3838  38.3838  i
 39.3939  39.3939  i
 40.404  40.404  i
 41.4141  41.4141  i
 42.4242  42.4242  i
 43.4343  43.4343  i
 44.4444  44.4444  i
 45.4545  45.4545  i
 46.4646  46.4646  i
 47.4747  47.4747  i
 48.4848  48.4848  i
 49.4949  49.4949  i
 50.5051  50.5051  i
 51.5152  51.5152  i
 52.5253  52.5253  i
 53.5354  53.5354  i
 54.5455  54.5455  i
 55.5556  55.5556  i
 56.5657  56.5657  i
 57.5758  57.5758  i
 58.5859  58.5859  i
 59.596  59.596  i
 60.6061  60.6061  i
 61.6162  61.6162  i
 62.6263  62.6263  i
 63.6364  63.6364  i
 64.6465  64.6465  i
 65.6566  65.6566  i
 66.6667  66.6667  i
 67.6768  67.6768  i
 68.6869  68.6869  i
 69.697  69.697  i
 70.7071  70.7071  i
 71.7172  71.7172  i
 72.7273  72.7273  i
 73.7374  73.7374  i
 74.7475  74.7475  i
 75.7576  75.7576  i
 76.7677  76.7677  i
 77.7778  77.7778  i
 78.7879  78.7879  i
 79.798  79.798  i
 80.8081  80.8081  i
 81.8182  81.8182  i
 82.8283  82.8283  i
 83.8384  83.8384  i
 84.8485  84.8485  i
 85.8586  85.8586  i
 86.8687  86.8687  i
 87.8788  87.8788  i
 88.8889  88.8889  i
 89.899  89.899  i
 90.9091  90.9091  i
 91.9192  91.9192  i
 92.9293  92.9293  i
 93.9394  93.9394  i
 94.9495  94.9495  i
 95.9596  95.9596  i
 96.9697  96.9697  i
 97.9798  97.9798  i
 98.9899  98.9899  i
 100  100  i


# Curve 1 of 3, 100 points
# Curve title: "x"
# x y type
 0  0  i
 1.0101  1.0101  i
 2.0202  2.0202  i
 3.0303  3.0303  i
 4.0404  4.0404  i
 5.05051  5.05051  i
 6.06061  6.06061  i
 7.07071  7.07071  i
 8.08081  8.08081  i
 9.09091  9.09091  i
 10.101  10.101  i
 11.1111  11.1111  i
 12.1212  12.1212  i
 13.1313  13.1313  i
 14.1414  14.1414  i
 15.1515  15.1515  i
 16.1616  16.1616  i
 17.1717  17.1717  i
 18.1818  18.1818  i
 19.1919  19.1919  i
 20.202  20.202  i
 21.2121  21.2121  i
 22.2222  22.2222  i
 23.2323  23.2323  i
 24.2424  24.2424  i
 25.2525  25.2525  i
 26.2626  26.2626  i
 27.2727  27.2727  i
 28.2828  28.2828  i
 29.2929  29.2929  i
 30.303  30.303  i
 31.3131  31.3131  i
 32.3232  32.3232  i
 33.3333  33.3333  i
 34.3434  34.3434  i
 35.3535  35.3535  i
 36.3636  36.3636  i
 37.3737  37.3737  i
 38.3838  38.3838  i
 39.3939  39.3939  i
 40.404  40.404  i
 41.4141  41.4141  i
 42.4242  42.4242  i
 43.4343  43.4343  i
 44.4444  44.4444  i
 45.4545  45.4545  i
 46.4646  46.4646  i
 47.4747  47.4747  i
 48.4848  48.4848  i
 49.4949  49.4949  i
 50.5051  50.5051  i
 51.5152  51.5152  i
 52.5253  52.5253  i
 53.5354  53.5354  i
 54.5455  54.5455  i
 55.5556  55.5556  i
 56.5657  56.5657  i
 57.5758  57.5758  i
 58.5859  58.5859  i
 59.596  59.596  i
 60.6061  60.6061  i
 61.6162  61.6162  i
 62.6263  62.6263  i
 63.6364  63.6364  i
 64.6465  64.6465  i
 65.6566  65.6566  i
 66.6667  66.6667  i
 67.6768  67.6768  i
 68.6869  68.6869  i
 69.697  69.697  i
 70.7071  70.7071  i
 71.7172  71.7172  i
 72.7273  72.7273  i
 73.7374  73.7374  i
 74.7475  74.7475  i
 75.7576  75.7576  i
 76.7677  76.7677  i
 77.7778  77.7778  i
 78.7879  78.7879  i
 79.798  79.798  i
 80.8081  80.8081  i
 81.8182  81.8182  i
 82.8283  82.8283  i
 83.8384  83.8384  i
 84.8485  84.8485  i
 85.8586  85.8586  i
 86.8687  86.8687  i
 87.8788  87.8788  i
 88.8889  88.8889  i
 89.899  89.899  i
 90.9091  90.9091  i
 91.9192  91.9192  i
 92.9293  92.9293  i
 93.9394  93.9394  i
 94.9495  94.9495  i
 95.9596  95.9596  i
 96.9697  96.9697  i
 97.9798  97.9798  i
 98.9899  98.9899  i
 100  100  i


# Curve 2 of 3, 100 points
# Curve title: "x**2"
# x y type
 0  0  i
 1.0101  1.0203  i
 2.0202  4.08122  i
 3.0303  9.18274  i
 4.0404  16.3249  i
 5.05051  25.5076  i
 6.06061  36.7309  i
 7.07071  49.9949  i
 8.08081  65.2995  i
 9.09091  82.6446  i
 10.101  102.03  o
 11.1111  123.457  o
 12.1212  146.924  o
 13.1313  172.431  o
 14.1414  199.98  o
 15.1515  229.568  o
 16.1616  261.198  o
 17.1717  294.868  o
 18.1818  330.579  o
 19.1919  368.33  o
 20.202  408.122  o
 21.2121  449.954  o
 22.2222  493.827  o
 23.2323  539.741  o
 24.2424  587.695  o
 25.2525  637.69  o
 26.2626  689.726  o
 27.2727  743.802  o
 28.2828  799.918  o
 29.2929  858.076  o
 30.303  918.274  o
 31.3131  980.512  o
 32.3232  1044.79  o
 33.3333  1111.11  o
 34.3434  1179.47  o
 35.3535  1249.87  o
 36.3636  1322.31  o
 37.3737  1396.8  o
 38.3838  1473.32  o
 39.3939  1551.88  o
 40.404  1632.49  o
 41.4141  1715.13  o
 42.4242  1799.82  o
 43.4343  1886.54  o
 44.4444  1975.31  o
 45.4545  2066.12  o
 46.4646  2158.96  o
 47.4747  2253.85  o
 48.4848  2350.78  o
 49.4949  2449.75  o
 50.5051  2550.76  o
 51.5152  2653.81  o
 52.5253  2758.9  o
 53.5354  2866.03  o
 54.5455  2975.21  o
 55.5556  3086.42  o
 56.5657  3199.67  o
 57.5758  3314.97  o
 58.5859  3432.3  o
 59.596  3551.68  o
 60.6061  3673.09  o
 61.6162  3796.55  o
 62.6263  3922.05  o
 63.6364  4049.59  o
 64.6465  4179.17  o
 65.6566  4310.78  o
 66.6667  4444.44  o
 67.6768  4580.14  o
 68.6869  4717.89  o
 69.697  4857.67  o
 70.7071  4999.49  o
 71.7172  5143.35  o
 72.7273  5289.26  o
 73.7374  5437.2  o
 74.7475  5587.18  o
 75.7576  5739.21  o
 76.7677  5893.28  o
 77.7778  6049.38  o
 78.7879  6207.53  o
 79.798  6367.72  o
 80.8081  6529.95  o
 81.8182  6694.21  o
 82.8283  6860.52  o
 83.8384  7028.87  o
 84.8485  7199.27  o
 85.8586  7371.7  o
 86.8687  7546.17  o
 87.8788  7722.68  o
 88.8889  7901.23  o
 89.899  8081.83  o
 90.9091  8264.46  o
 91.9192  8449.14  o
 92.9293  8635.85  o
 93.9394  8824.61  o
 94.9495  9015.41  o
 95.9596  9208.24  o
 96.9697  9403.12  o
 97.9798  9600.04  o
 98.9899  9799  o
 100  10000  o


# Curve 0 of 3, 100 points
# Curve title: "x"
# x y type
 0  0  i
 1.0101  1.0101  i
 2.0202  2.0202  i
 3.0303  3.0303  i
 4.0404  4.0404  i
 5.05051  5.05051  i
 6.06061  6.06061  i
 7.07071  7.07071  i
 8.08081  8.08081  i
 9.09091  9.09091  i
 10.101  10.101  i
 11.1111  11.1111  i
 12.1212  12.1212  i
 13.1313  13.1313  i
 14.1414  14.1414  i
 15.1515  15.1515  i
 16.1616  16.1616  i
 17.1717  17.1717  i
 18.1818  18.1818  i
 19.1919  19.1919  i
 20.202  20.202  i
 21.2121  21.2121  i
 22.2222  22.2222  i
 23.2323  23.2323  i
 24.2424  24.2424  i
 25.2525  25.2525  i
 26.2626  26.2626  i
 27.2727  27.2727  i
 28.2828  28.2828  i
 29.2929  29.2929  i
 30.303  30.303  i
 31.3131  31.3131  i
 32.3232  32.3232  i
 33.3333  33.3333  i
 34.3434  34.3434  i
 35.3535  35.3535  i
 36.3636  36.3636  i
 37.3737  37.3737  i
 38.3838  38.3838  i
 39.3939  39.3939  i
 40.404  40.404  i
 41.4141  41.4141  i
 42.4242  42.4242  i
 43.4343  43.4343  i
 44.4444  44.4444  i
 45.4545  45.4545  i
 46.4646  46.4646  i
 47.4747  47.4747  i
 48.4848  48.4848  i
 49.4949  49.4949  i
 50.5051  50.5051  i
 51.5152  51.5152  i
 52.5253  52.5253  i
 53.5354  53.5354  i
 54.5455  54.5455  i
 55.5556  55.5556  i
 56.5657  56.5657  i
 57.5758  57.5758  i
 58.5859  58.5859  i
 59.596  59.596  i
 60.6061  60.6061  i
 61.6162  61.6162  i
 62.6263  62.6263  i
 63.6364  63.6364  i
 64.6465  64.6465  i
 65.6566  65.6566  i
 66.6667  66.6667  i
 67.6768  67.6768  i
 68.6869  68.6869  i
 69.697  69.697  i
 70.7071  70.7071  i
 71.7172  71.7172  i
 72.7273  72.7273  i
 73.7374  73.7374  i
 74.7475  74.7475  i
 75.7576  75.7576  i
 76.7677  76.7677  i
 77.7778  77.7778  i
 78.7879  78.7879  i
 79.798  79.798  i
 80.8081  80.8081  i
 81.8182  81.8182  i
 82.8283  82.8283  i
 83.8384  83.8384  i
 84.8485  84.8485  i
 85.8586  85.8586  i
 86.8687  86.8687  i
 87.8788  87.8788  i
 88.8889  88.8889  i
 89.899  89.899  i
 90.9091  90.9091  i
 91.9192  91.9192  i
 92.9293  92.9293  i
 93.9394  93.9394  i
 94.9495  94.9495  i
 95.9596  95.9596  i
 96.9697  96.9697  i
 97.9798  97.9798  i
 98.9899  98.9899  i
 100  100  i


# Curve 1 of 3, 100 points
# Curve title: "x"
# x y type
 0  0  i
 1.0101  1.0101  i
 2.0202  2.0202  i
 3.0303  3.0303  i
 4.0404  4.0404  i
 5.05051  5.05051  i
 6.06061  6.06061  i
 7.07071  7.07071  i
 8.08081  8.08081  i
 9.09091  9.09091  i
 10.101  10.101  i
 11.1111  11.1111  i
 12.1212  12.1212  i
 13.1313  13.1313  i
 14.1414  14.1414  i
 15.1515  15.1515  i
 16.1616  16.1616  i
 17.1717  17.1717  i
 18.1818  18.1818  i
 19.1919  19.1919  i
 20.202  20.202  i
 21.2121  21.2121  i
 22.2222  22.2222  i
 23.2323  23.2323  i
 24.2424  24.2424  i
 25.2525  25.2525  i
 26.2626  26.2626  i
 27.2727  27.2727  i
 28.2828  28.2828  i
 29.2929  29.2929  i
 30.303  30.303  i
 31.3131  31.3131  i
 32.3232  32.3232  i
 33.3333  33.3333  i
 34.3434  34.3434  i
 35.3535  35.3535  i
 36.3636  36.3636  i
 37.3737  37.3737  i
 38.3838  38.3838  i
 39.3939  39.3939  i
 40.404  40.404  i
 41.4141  41.4141  i
 42.4242  42.4242  i
 43.4343  43.4343  i
 44.4444  44.4444  i
 45.4545  45.4545  i
 46.4646  46.4646  i
 47.4747  47.4747  i
 48.4848  48.4848  i
 49.4949  49.4949  i
 50.5051  50.5051  i
 51.5152  51.5152  i
 52.5253  52.5253  i
 53.5354  53.5354  i
 54.5455  54.5455  i
 55.5556  55.5556  i
 56.5657  56.5657  i
 57.5758  57.5758  i
 58.5859  58.5859  i
 59.596  59.596  i
 60.6061  60.6061  i
 61.6162  61.6162  i
 62.6263  62.6263  i
 63.6364  63.6364  i
 64.6465  64.6465  i
 65.6566  65.6566  i
 66.6667  66.6667  i
 67.6768  67.6768  i
 68.6869  68.6869  i
 69.697  69.697  i
 70.7071  70.7071  i
 71.7172  71.7172  i
 72.7273  72.7273  i
 73.7374  73.7374  i
 74.7475  74.7475  i
 75.7576  75.7576  i
 76.7677  76.7677  i
 77.7778  77.7778  i
 78.7879  78.7879  i
 79.798  79.798  i
 80.8081  80.8081  i
 81.8182  81.8182  i
 82.8283  82.8283  i
 83.8384  83.8384  i
 84.8485  84.8485  i
 85.8586  85.8586  i
 86.8687  86.8687  i
 87.8788  87.8788  i
 88.8889  88.8889  i
 89.899  89.899  i
 90.9091  90.9091  i
 91.9192  91.9192  i
 92.9293  92.9293  i
 93.9394  93.9394  i
 94.9495  94.9495  i
 95.9596  95.9596  i
 96.9697  96.9697  i
 97.9798  97.9798  i
 98.9899  98.9899  i
 100  100  i

