Time,Res_percent
-5,0
-4.626522,-0.005670605
-4.547762,-0.012633786
-4.476351,-0.019919076
-4.40494,-0.027200214
-4.333604,-0.033507769
-4.264049,-0.03884174
-4.188816,-0.043684778
-4.1159,-0.047069519
-4.043344,-0.049968513
-3.971512,-0.053348098
-3.897295,-0.057208273
-3.824051,-0.06058374
-3.755063,-0.063958178
-3.683115,-0.067331588
-3.614849,-0.070221323
-3.546868,-0.072627384
-3.475246,-0.07503242
-3.412073,-0.077436431
-3.344715,-0.079839417
-3.279808,-0.081761806
-3.209046,-0.083683174
-3.139983,-0.08560352
-3.06523,-0.087522845
-2.988075,-0.089441148
-2.915255,-0.091839027
-2.845413,-0.093757331
-2.777466,-0.095674616
-2.707078,-0.097112325
-2.632754,-0.098549016
-2.562574,-0.099984689
-2.488783,-0.101898919
-2.420919,-0.103334592
-2.345348,-0.105248823
-2.276912,-0.106205938
-2.208249,-0.106684496
-2.136446,-0.106684496
-2.058509,-0.106684496
-1.990959,-0.106683481
-1.919149,-0.107639581
-1.846759,-0.109073224
-1.776217,-0.110984409
-1.707442,-0.113373138
-1.632561,-0.115284323
-1.564383,-0.117194494
-1.495481,-0.118627122
-1.423577,-0.120058738
-1.344159,-0.121012811
-1.277912,-0.122443416
-1.207742,-0.123396478
-1.138074,-0.12482607
-1.066862,-0.125302601
-0.99806,-0.125779132
-0.92926,-0.125302601
-0.860534,-0.125302601
-0.789067,-0.12434954
-0.714464,-0.12434954
-0.637351,-0.12434954
-0.568051,-0.12482607
-0.499702,-0.12482607
-0.433635,-0.125779132
-0.364893,-0.126255663
-0.298152,-0.127208725
-0.232186,-0.128638318
-0.166783,-0.13006791
-0.102441,-0.131020972
-0.039363,-0.131974034
0.030202,-0.129576139
0.099474,-0.113974496
0.165858,-0.077969626
0.231913,-0.015234634
0.305132,0.077458267
0.373352,0.197083672
0.446004,0.32229823
0.513735,0.435044897
0.591184,0.522132531
0.66103,0.576569409
0.73405,0.595248123
0.803275,0.590230711
0.873386,0.57460323
0.943435,0.555235926
1.018503,0.536428878
1.089687,0.522506774
1.158396,0.517177724
1.229987,0.516660786
1.299124,0.519343938
1.368103,0.520473212
1.438338,0.512262808
1.508892,0.483183996
1.578713,0.43389319
1.646354,0.366154932
1.718546,0.287912819
1.795412,0.211093563
1.86617,0.146493261
1.936784,0.095539003
2.014958,0.059564333
2.085679,0.034849776
2.155087,0.017169055
2.226369,0.008865221
2.292934,0.018023403
2.366522,0.049380184
2.439022,0.106606766
2.507117,0.19087406
2.576642,0.291974162
2.646231,0.388974418
2.717364,0.46883564
2.784986,0.524156038
2.85527,0.550100566
2.925887,0.549373726
2.996169,0.536521544
3.072569,0.519423247
3.140975,0.502335671
3.213766,0.48794557
3.287702,0.482116056
