Time,Res_percent
-5,0
-4.506591,-0.012117982
-4.432944,-0.024235963
-4.358602,-0.036353945
-4.280311,-0.046529952
-4.198809,-0.054763985
-4.129714,-0.061056043
-4.057491,-0.065406128
-3.986962,-0.067814238
-3.91429,-0.070221323
-3.844363,-0.072627384
-3.771199,-0.07503242
-3.699207,-0.077916007
-3.629657,-0.080798569
-3.55574,-0.08368011
-3.483908,-0.086081053
-3.413214,-0.088480975
-3.349521,-0.089920724
-3.281956,-0.091359452
-3.207633,-0.092797161
-3.13656,-0.094714446
-3.064453,-0.096630713
-2.997207,-0.099025537
-2.926084,-0.101419344
-2.848976,-0.103334592
-2.779791,-0.105248823
-2.708753,-0.106684496
-2.639536,-0.107641611
-2.56442,-0.108120168
-2.492636,-0.108598726
-2.421201,-0.109076269
-2.344186,-0.109553811
-2.270116,-0.110508897
-2.197002,-0.111941525
-2.12231,-0.113851695
-2.048815,-0.115284323
-1.967647,-0.117194494
-1.890761,-0.118627122
-1.816659,-0.119582207
-1.746734,-0.12005975
-1.668767,-0.121013823
-1.600472,-0.121490354
-1.528606,-0.121966885
-1.456365,-0.122919947
-1.384476,-0.12434954
-1.312135,-0.125302601
-1.233784,-0.126732194
-1.155724,-0.128638318
-1.088338,-0.13006791
-1.018451,-0.131020972
-0.943808,-0.131974034
-0.875678,-0.132450565
-0.804224,-0.132926087
-0.729564,-0.13340161
-0.656668,-0.134352654
-0.58387,-0.135779222
-0.513255,-0.137205789
-0.435485,-0.137681311
-0.356604,-0.138156833
-0.286865,-0.138156833
-0.21999,-0.137205789
-0.148964,-0.136730266
-0.07797,-0.13385584
-0.005849,-0.123233679
0.062992,-0.099911603
0.139149,-0.061297729
0.207451,-0.002367752
0.280457,0.072782506
0.354681,0.156510613
0.428142,0.240978245
0.497904,0.320641357
0.571956,0.389437394
0.639717,0.446046719
0.720205,0.488453516
0.79147,0.516889519
0.862611,0.532765074
0.936879,0.535930866
1.010383,0.528975366
1.083656,0.518832904
1.161996,0.50869163
1.229711,0.498034411
1.301221,0.488480278
1.371276,0.47687884
1.444369,0.459025208
1.514513,0.432357302
1.586449,0.39751132
1.657172,0.353553364
1.734858,0.302693633
1.802932,0.248098309
1.872851,0.19337543
1.943019,0.141515024
2.018308,0.095987002
2.089822,0.060166372
2.16249,0.03736777
2.237365,0.030479696
2.312154,0.040980655
2.381792,0.070414615
2.451405,0.116920926
2.520597,0.175215296
2.592013,0.238392258
2.664401,0.301483995
2.738783,0.358387856
2.806673,0.407001247
2.88149,0.44449529
2.95114,0.471196017
3.02549,0.48643517
3.100706,0.491697013
3.171618,0.48797516
3.242092,0.480555103
3.324427,0.472079434
3.393368,0.464138637
3.467903,0.457269909
3.537158,0.44886823
3.609336,0.435268763
3.68066,0.414418908
3.75357,0.385358856
3.824651,0.347148138
3.897426,0.30197863
3.971836,0.252997422
4.044403,0.202301837
4.117757,0.152935423
4.188723,0.108868114
4.261455,0.073489069
4.329981,0.048671779
4.401413,0.038794971
4.478673,0.046811117
4.553168,0.073285146
4.625503,0.11634793
4.697643,0.173170177
4.770965,0.235840736
4.840514,0.2978959
4.913262,0.353718629
4.984629,0.401206032
5.053222,0.437079908
5.11679,0.462711996
5.18486,0.47741622
5.250077,0.483205844
5.32466,0.480024823
5.398042,0.472617792
5.471107,0.463628519
5.544195,0.455697208
5.619016,0.448829738
5.687894,0.442004448
5.767506,0.431552069
5.839265,0.413339845
5.914277,0.386895813
5.98492,0.350754417
6.051271,0.307591361
6.122059,0.259551736
6.194746,0.211306591
6.267921,0.164357302
6.33794,0.122718973
6.408583,0.087296886
6.482835,0.061472303
6.552166,0.048598221
6.624042,0.051153084
6.695271,0.070147837
6.769077,0.106662518
6.837881,0.157891711
6.907223,0.21646044
6.981508,0.277421655
7.056461,0.335191843
7.128559,0.385681609
7.197022,0.425113317
7.26892,0.45327479
7.340413,0.469492821
7.410407,0.475789263
7.48598,0.472616525
7.554808,0.464693487
7.631282,0.455717188
7.70863,0.447798852
7.785337,0.440941978
7.854677,0.435165312
7.928467,0.425761559
7.999008,0.41014345
8.072896,0.386293535
8.145085,0.353267051
8.218265,0.31165413
8.291364,0.264671526
8.367656,0.2149167
8.435314,0.166457729
8.501287,0.12278659
8.565776,0.085851354
8.633139,0.058516802
8.699021,0.042665798
8.770041,0.040728669
8.837878,0.054719732
8.911412,0.086230722
8.985221,0.132363295
9.058429,0.190283928
9.134941,0.252570393
9.208978,0.312689228
9.280887,0.364996286
9.352524,0.408925409
9.421362,0.440676029
9.491127,0.461081722
9.562241,0.471054126
9.634849,0.472095773
9.709385,0.4657585
9.785767,0.456786895
9.855816,0.44834192
9.928102,0.441481535
10.003608,0.436218585
10.074085,0.428376128
10.142502,0.415871647
10.21305,0.395606145
10.283438,0.366623016
10.353556,0.329525028
10.421212,0.287507446
10.49067,0.241159586
10.561616,0.194079574
10.635794,0.149789013
10.704994,0.110242618
10.778355,0.077358114
10.851651,0.055505516
10.921414,0.04660342
10.991182,0.052628558
11.066511,0.075620811
11.138811,0.115177408
11.20754,0.167477123
11.278196,0.227116375
11.350925,0.287604661
11.422468,0.34284836
11.494113,0.390263502
11.563706,0.427113701
11.63314,0.452693665
11.704803,0.46789539
11.777237,0.473678015
11.846829,0.470509972
11.915683,0.462064998
11.986912,0.452566762
12.060468,0.443597504
12.135449,0.436738291
12.20493,0.430439627
12.274762,0.421052048
12.346962,0.405450114
12.420501,0.381616373
12.496599,0.348081771
12.568211,0.306503733
12.64249,0.260552671
12.717328,0.211829386
12.789735,0.164401958
12.858099,0.122251249
12.93688,0.087798309
13.011683,0.062427784
13.084335,0.051528439
13.153743,0.056565271
13.228749,0.078091
13.306237,0.116181071
13.379442,0.169509945
13.452356,0.229703702
13.538945,0.290746494
13.605367,0.348095111
13.67796,0.397615172
13.748592,0.434498425
13.81747,0.459032193
13.883423,0.472662263
13.953648,0.475274474
14.02267,0.469461476
14.095977,0.459956176
14.165938,0.450452047
14.236333,0.442003522
14.313272,0.435677985
14.389178,0.428862079
14.460707,0.418427089
14.52936,0.401791454
14.601257,0.376942114
14.674887,0.342416649
14.748341,0.300373206
14.820211,0.253956739
14.89105,0.205754739
14.959256,0.159334347
15.040659,0.118700899
15.115304,0.08576522
15.191956,0.06240507
15.2693,0.052023535
15.337174,0.056565922
15.406925,0.077048645
15.475156,0.113577199
15.547294,0.163310912
15.615498,0.21987387
15.693372,0.277772523
15.76923,0.333010317
15.840691,0.381456578
15.917303,0.419324994
15.992712,0.445897188
16.061456,0.462114062
16.13606,0.466824719
16.205047,0.462591656
16.278781,0.454676842
16.352294,0.446762029
16.422861,0.439375013
16.496022,0.434106244
16.569298,0.427828595
16.639382,0.416888922
16.709151,0.397679883
16.783799,0.369753218
16.861729,0.332670072
16.933291,0.289602288
17.001322,0.24318939
17.069819,0.197552024
17.138159,0.155194048
17.205398,0.118589936
17.279649,0.088172444
17.343687,0.066323413
17.412821,0.054936521
17.482546,0.056483627
17.55959,0.072993293
17.636885,0.10604511
17.713282,0.152766344
17.782401,0.209314168
17.857141,0.269227682
17.928504,0.326439057
18.007034,0.376858898
18.081688,0.417780702
18.15459,0.445907611
18.225353,0.462117463
18.302952,0.467881436
18.372681,0.46417623
18.444679,0.455209335
18.515533,0.44624244
18.588145,0.438331149
18.657746,0.432007935
18.729293,0.42676493
18.801983,0.41790284
18.871594,0.402299765
18.940502,0.378988007
19.015629,0.347519966
19.089218,0.307962883
19.162127,0.264032776
19.232987,0.217821441
19.304797,0.172871609
19.376872,0.131675246
19.450193,0.096219995
19.523766,0.069355108
19.5963,0.054979215
19.669659,0.054546262
19.739891,0.070076066
19.813366,0.103105826
19.886642,0.151311075
19.95561,0.208345967
20.027522,0.268218743
20.09963,0.32538938
20.169218,0.376314327
20.240722,0.416205249
20.319485,0.443799751
20.391949,0.460532808
20.464494,0.466819985
20.533281,0.463120618
20.60362,0.454681529
20.673609,0.445716981
20.744691,0.437280231
20.817377,0.430431558
20.887323,0.424143435
20.956304,0.414236228
21.031592,0.398638953
21.103864,0.375332994
21.174159,0.343870752
21.248245,0.304861393
21.322114,0.261973188
21.394131,0.216278296
