Thayer School of Engineering        Instron 4442 Mechanical Testing System
7/4/2018 10:21:41 PM

  Force (N)	Extension (mm)	Not Used	Not Used	Not Used	     Hour	    Minute	    Second
    0.3128 	    0.5180 	   22.0000 	   22.0000 	   43.3389 
    0.4501 	    0.5325 	   22.0000 	   22.0000 	   43.3679 
    0.3433 	    0.5630 	   22.0000 	   22.0000 	   43.4289 
    0.0229 	    0.5915 	   22.0000 	   22.0000 	   43.4859 
    0.2060 	    0.6155 	   22.0000 	   22.0000 	   43.5339 
    0.3586 	    0.6435 	   22.0000 	   22.0000 	   43.5899 
    0.2823 	    0.6680 	   22.0000 	   22.0000 	   43.6389 
    0.5112 	    0.6950 	   22.0000 	   22.0000 	   43.6929 
    0.3281 	    0.7230 	   22.0000 	   22.0000 	   43.7489 
    0.3433 	    0.7475 	   22.0000 	   22.0000 	   43.7979 
    0.3433 	    0.7725 	   22.0000 	   22.0000 	   43.8479 
    0.0992 	    0.7975 	   22.0000 	   22.0000 	   43.8979 
    0.2670 	    0.8115 	   22.0000 	   22.0000 	   43.9259 
    0.3281 	    0.8400 	   22.0000 	   22.0000 	   43.9829 
    0.3738 	    0.8685 	   22.0000 	   22.0000 	   44.0399 
    0.3433 	    0.8940 	   22.0000 	   22.0000 	   44.0909 
    0.2976 	    0.9185 	   22.0000 	   22.0000 	   44.1399 
    0.0687 	    0.9455 	   22.0000 	   22.0000 	   44.1939 
    0.3891 	    0.9715 	   22.0000 	   22.0000 	   44.2459 
    0.2823 	    0.9965 	   22.0000 	   22.0000 	   44.2959 
    0.3281 	    1.0215 	   22.0000 	   22.0000 	   44.3459 
    0.2976 	    1.0495 	   22.0000 	   22.0000 	   44.4019 
    0.3128 	    1.0650 	   22.0000 	   22.0000 	   44.4329 
    0.2518 	    1.0805 	   22.0000 	   22.0000 	   44.4639 
    0.2213 	    1.0975 	   22.0000 	   22.0000 	   44.4979 
    0.4349 	    1.1280 	   22.0000 	   22.0000 	   44.5589 
    0.3891 	    1.1590 	   22.0000 	   22.0000 	   44.6209 
    0.3128 	    1.1880 	   22.0000 	   22.0000 	   44.6789 
    0.3433 	    1.2050 	   22.0000 	   22.0000 	   44.7129 
    0.3281 	    1.2335 	   22.0000 	   22.0000 	   44.7699 
    0.4349 	    1.2600 	   22.0000 	   22.0000 	   44.8229 
    0.3738 	    1.2845 	   22.0000 	   22.0000 	   44.8720 
    0.3586 	    1.3085 	   22.0000 	   22.0000 	   44.9200 
    0.2976 	    1.3250 	   22.0000 	   22.0000 	   44.9530 
   -0.0229 	    1.3525 	   22.0000 	   22.0000 	   45.0080 
    0.2365 	    1.3770 	   22.0000 	   22.0000 	   45.0570 
    0.2060 	    1.4070 	   22.0000 	   22.0000 	   45.1170 
    0.3128 	    1.4355 	   22.0000 	   22.0000 	   45.1740 
    0.3433 	    1.4625 	   22.0000 	   22.0000 	   45.2280 
    0.1602 	    1.4875 	   22.0000 	   22.0000 	   45.2780 
   -0.0076 	    1.5125 	   22.0000 	   22.0000 	   45.3280 
    0.3128 	    1.5375 	   22.0000 	   22.0000 	   45.3780 
    0.3738 	    1.5685 	   22.0000 	   22.0000 	   45.4400 
    0.2213 	    1.5955 	   22.0000 	   22.0000 	   45.4940 
    0.2213 	    1.6095 	   22.0000 	   22.0000 	   45.5220 
    0.3738 	    1.6240 	   22.0000 	   22.0000 	   45.5510 
    0.4349 	    1.6375 	   22.0000 	   22.0000 	   45.5780 
    0.3281 	    1.6520 	   22.0000 	   22.0000 	   45.6070 
    0.4349 	    1.6815 	   22.0000 	   22.0000 	   45.6660 
    0.2670 	    1.6960 	   22.0000 	   22.0000 	   45.6950 
    0.3128 	    1.7110 	   22.0000 	   22.0000 	   45.7250 
    0.3281 	    1.7270 	   22.0000 	   22.0000 	   45.7570 
    0.4044 	    1.7435 	   22.0000 	   22.0000 	   45.7900 
    0.3281 	    1.7600 	   22.0000 	   22.0000 	   45.8230 
    0.3586 	    1.7780 	   22.0000 	   22.0000 	   45.8590 
    0.3281 	    1.7930 	   22.0000 	   22.0000 	   45.8890 
    0.4196 	    1.8100 	   22.0000 	   22.0000 	   45.9230 
    0.4044 	    1.8255 	   22.0000 	   22.0000 	   45.9540 
    0.3128 	    1.8410 	   22.0000 	   22.0000 	   45.9850 
    0.2060 	    1.8580 	   22.0000 	   22.0000 	   46.0190 
    0.2365 	    1.8740 	   22.0000 	   22.0000 	   46.0510 
    0.4501 	    1.8895 	   22.0000 	   22.0000 	   46.0820 
    0.4196 	    1.9055 	   22.0000 	   22.0000 	   46.1140 
    0.4654 	    1.9210 	   22.0000 	   22.0000 	   46.1450 
    0.3891 	    1.9375 	   22.0000 	   22.0000 	   46.1780 
    0.2823 	    1.9535 	   22.0000 	   22.0000 	   46.2100 
    0.4196 	    1.9690 	   22.0000 	   22.0000 	   46.2410 
    0.1907 	    1.9860 	   22.0000 	   22.0000 	   46.2750 
    0.3281 	    2.0030 	   22.0000 	   22.0000 	   46.3090 
    0.4501 	    2.0185 	   22.0000 	   22.0000 	   46.3400 
    0.6638 	    2.0340 	   22.0000 	   22.0000 	   46.3710 
    0.2518 	    2.0485 	   22.0000 	   22.0000 	   46.4000 
    0.5264 	    2.0775 	   22.0000 	   22.0000 	   46.4580 
    0.2670 	    2.0945 	   22.0000 	   22.0000 	   46.4920 
    0.4349 	    2.1100 	   22.0000 	   22.0000 	   46.5230 
    0.2976 	    2.1275 	   22.0000 	   22.0000 	   46.5580 
    0.4501 	    2.1420 	   22.0000 	   22.0000 	   46.5870 
