Time,Res_percent
100.42514,1.051875636
100.491959,0.811381366
100.553193,0.601713495
100.6175,0.471951116
100.680026,0.442120609
100.739539,0.514793741
100.798652,0.682836286
100.859182,0.951460097
100.926462,1.276163549
100.990027,1.608707347
101.055421,1.893327939
101.122665,2.138352268
101.183008,2.304556717
101.2452,2.426935932
101.311111,2.511783817
101.376829,2.563780435
101.43798,2.552011029
101.502424,2.497604581
101.564727,2.393033218
101.626166,2.250578027
101.687925,2.113452062
101.749399,2.020450779
101.815018,1.987514644
101.879702,2.010851753
101.942013,2.124204323
102.005851,2.26326864
102.066529,2.378993492
102.13308,2.442794383
102.206092,2.461187445
102.269981,2.342760266
102.329449,2.139708092
102.391712,1.89195893
102.457332,1.611435286
102.523167,1.297072736
102.584144,1.025927499
102.644711,0.799673628
102.705591,0.61712653
102.770207,0.49275479
102.834752,0.454046434
102.900553,0.538233433
102.961115,0.722517836
103.020523,1.021836831
103.084507,1.380249757
103.143681,1.752960451
103.209373,2.038302018
103.27701,2.268173567
103.343211,2.386201923
103.410551,2.467747693
103.478018,2.525584702
103.544055,2.566931217
103.608922,2.551496246
103.682632,2.519760971
103.748014,2.440715309
103.817283,2.313702231
103.877984,2.204300475
103.938269,2.133384513
104.000751,2.099395664
104.063921,2.142324353
104.12827,2.248164365
104.188112,2.351556474
104.250869,2.447276031
104.312979,2.5135292
104.374573,2.455443173
104.437783,2.291999103
104.501551,2.07704118
104.567183,1.802220772
104.626433,1.495690344
104.690137,1.218058569
104.75347,0.977161097
104.816614,0.762535312
104.882631,0.597827841
104.94391,0.489102333
105.010212,0.458772807
105.07547,0.555495225
105.138557,0.748425249
105.208435,1.027681594
105.269656,1.369463673
105.333004,1.720567016
105.392271,1.968588681
105.454175,2.205862208
105.517609,2.399229321
105.58208,2.530357529
105.643779,2.627068332
105.708768,2.720938906
105.774465,2.697885556
105.838771,2.610094063
105.903846,2.492352997
105.973779,2.332099895
106.041016,2.183353544
106.106303,2.102323197
106.176627,2.064696949
106.242141,2.082126428
106.30761,2.173852208
106.371667,2.266767762
106.433639,2.343032007
106.497142,2.390853086
106.557057,2.349968438
106.623921,2.199813414
106.688103,1.995407474
106.750612,1.735973268
106.811374,1.445254524
106.873135,1.178972008
106.938441,0.945000334
107.003239,0.74338152
107.065903,0.58837638
107.12535,0.49384543
107.186612,0.465700897
107.248611,0.549177437
107.30555,0.718247297
107.372223,0.968758079
107.43403,1.270930108
107.498781,1.587741726
107.558753,1.838923956
107.622531,2.071395298
107.682569,2.275823513
107.746037,2.434367703
107.805914,2.551975279
107.869142,2.657076005
107.932117,2.680501388
107.994477,2.628682847
108.057071,2.537554402
108.117295,2.413480414
108.182007,2.283538216
108.244797,2.194531687
108.30648,2.153356836
108.365951,2.14936231
108.438796,2.193957056
108.510744,2.244539253
108.576687,2.286628128
108.662108,2.311866314
108.723593,2.289801207
108.789599,2.196250616
108.850623,2.044859665
108.917924,1.83368657
108.981969,1.557108135
109.044169,1.269143663
109.109118,0.99187674
109.17392,0.753370089
109.244013,0.566775994
109.309099,0.446701054
109.374371,0.367314351
109.435449,0.322163322
109.499505,0.295361647
109.562328,0.277500672
109.623775,0.261692291
109.690758,0.249591289
109.762416,0.241309936
109.833589,0.233480116
109.894948,0.226894068
109.959452,0.221344476
110.028017,0.217319262
110.095135,0.212723143
110.157276,0.209476676
110.217162,0.207380639
110.277202,0.206057365
110.344869,0.203226683
110.412446,0.200035332
110.478199,0.196283604
110.540601,0.191788604
110.606464,0.187484076
110.668188,0.184122356
110.730329,0.181699944
110.796403,0.179472141
110.86237,0.177808139
110.926158,0.175963923
110.987094,0.173205702
111.049461,0.169536816
111.11211,0.165874016
111.175811,0.162032306
111.244237,0.158377555
111.308368,0.155641518
111.371994,0.154182047
111.436488,0.153453647
111.499768,0.153272047
111.560478,0.153454312
111.624066,0.153998455
111.687423,0.154361658
111.749666,0.153997793
111.812677,0.153452989
111.878711,0.15236734
111.943648,0.150739533
112.009419,0.148391906
112.07281,0.1460502
112.133929,0.142465313
112.195316,0.138181916
112.257205,0.132840755
112.318833,0.127334177
112.382673,0.121657018
112.44227,0.072989865
112.511876,-0.018149541
112.578631,-0.151634779
112.644013,-0.328068223
112.716281,-0.546545468
112.78363,-0.720660768
112.843949,-0.851696053
112.904483,-0.939492846
112.961942,-0.93944698
113.023891,-0.854070359
113.088609,-0.724175288
113.151385,-0.549479935
113.212347,-0.330315532
113.27324,-0.156377649
113.334667,-0.026058787
113.395649,0.058752265
113.457425,0.098531327
113.519103,0.094541556
113.582537,0.092113789
113.649226,0.090385291
113.706638,0.089016215
113.770336,0.087830744
113.835348,0.084759946
113.902237,0.080148612
113.966869,0.075709317
114.032763,0.072121751
114.093138,0.069552532
114.159626,0.069201827
114.222997,0.070385603
114.285295,0.071400955
114.34877,0.07140451
114.411157,0.070060576
114.473271,0.067034635
114.535498,0.06232961
114.59544,0.056796516
114.659174,0.051442403
114.723556,0.046931044
114.790146,0.043927366
114.851454,0.042429631
114.911485,0.042429052
114.972688,0.043091667
115.031267,0.043425569
115.09257,0.042763524
115.158014,0.041935972
115.220669,0.040283183
115.28959,0.038302245
115.359718,0.036980464
115.424506,0.036321877
115.485057,-0.006126118
115.545874,-0.089373924
115.609188,-0.2134244
115.673901,-0.379098204
115.734795,-0.586230976
115.795606,-0.75157434
115.859559,-0.875623096
115.92318,-0.958541032
115.985233,-1
116.046521,-1
116.107187,-1
116.164708,-1
116.222825,-1
116.283496,-1
116.345082,-1
116.411243,-1
116.478465,-1
116.550563,-1
116.61638,-1
116.677515,-1
116.743497,-1
116.809234,-1
116.874096,-0.9583761
116.944183,-0.875621381
117.009134,-0.751899065
117.073658,-0.58737181
117.135497,-0.382039617
117.196569,-0.219150286
117.260039,-0.097717655
117.324029,-0.01741528
117.386472,0.022571827
117.452367,0.022243667
117.516845,0.023060349
117.58033,0.024692584
117.638885,0.026487478
117.702259,0.027628911
117.762196,0.027953662
117.823401,0.02762665
117.885219,0.026646178
117.948613,0.025991587
118.009025,0.025337564
118.073687,0.025173774
118.135657,0.025498525
118.197569,0.025823843
118.258833,0.025660056
118.324088,0.025986504
118.390686,-0.01498109
118.466802,-0.09707894
118.529568,-0.219981164
118.59461,-0.383687763
118.655329,-0.589015982
118.716157,-0.753213382
118.774443,-0.876443185
118.840892,-0.958705391
118.9027,-1
118.968873,-1
119.032621,-1
119.093987,-1
119.160043,-1
119.227204,-1
119.29108,-1
119.353104,-1
119.41749,-1
119.478427,-1
119.540603,-1
119.602702,-1
119.665001,-0.95886918
119.728283,-0.876933423
119.791745,-0.754192727
119.856705,-0.590484433
119.917979,-0.385971202
119.98066,-0.22307677
120.039085,-0.101149374
120.101342,-0.020189014
120.161675,0.019478993
120.223308,0.018179963
120.281206,0.017207373
120.344194,0.016721637
120.408688,0.016560097
120.470284,0.016885412
120.531056,0.017697581
120.594478,0.019157587
120.657426,0.020130177
120.720698,0.021103329
120.781958,0.022240263
120.843148,0.023379453
120.907506,0.024195569
120.971248,0.025500225
121.036986,0.026642223
121.101519,0.027458339
121.162461,-0.007899833
121.22411,-0.079419072
121.287453,-0.192395011
121.35519,-0.346338548
