0.826006, 612.0000
1.119004, 607.0000
1.197006, 605.0000
1.240005, 604.0000
1.284000, 604.0000
1.368007, 601.0000
1.407999, 602.0000
1.433999, 602.0000
1.455001, 602.0000
1.495999, 602.0000
1.521004, 600.0000
1.562001, 606.0000
1.588002, 605.0000
1.607002, 602.0000
1.628004, 602.0000
1.657997, 602.0000
1.707997, 600.0000
1.737005, 598.0000
1.775005, 597.0000
1.802998, 602.0000
1.842999, 599.0000
1.868004, 597.0000
1.904999, 601.0000
1.933001, 600.0000
1.997002, 600.0000
2.022007, 600.0000
2.042003, 604.0000
2.064000, 604.0000
2.089005, 604.0000
2.106999, 604.0000
2.144999, 602.0000
2.173002, 603.0000
2.211002, 603.0000
2.237998, 602.0000
2.277004, 605.0000
2.303005, 609.0000
2.344003, 611.0000
2.368002, 610.0000
2.405006, 613.0000
2.434004, 613.0000
2.463998, 614.0000
2.500007, 618.0000
2.523000, 619.0000
2.546003, 619.0000
2.567005, 619.0000
2.587001, 620.0000
2.608998, 620.0000
2.649000, 620.0000
2.674005, 620.0000
2.714007, 620.0000
2.762005, 620.0000
2.784998, 620.0000
2.805004, 620.0000
2.841998, 620.0000
2.867999, 620.0000
2.890006, 620.0000
2.931004, 620.0000
2.960002, 620.0000
2.978006, 621.0000
3.016007, 621.0000
3.043003, 621.0000
3.083005, 621.0000
3.109005, 621.0000
3.150003, 621.0000
3.174002, 621.0000
3.214004, 621.0000
3.238999, 621.0000
3.276999, 621.0000
3.304005, 621.0000
3.343997, 621.0000
3.376998, 622.0000
3.391000, 622.0000
3.413007, 622.0000
3.438998, 622.0000
3.457998, 622.0000
3.497004, 622.0000
3.525006, 622.0000
3.562000, 622.0000
3.587005, 622.0000
3.626001, 622.0000
3.652998, 622.0000
3.692999, 622.0000
3.716999, 622.0000
3.756005, 622.0000
3.784007, 622.0000
3.804003, 622.0000
3.854002, 622.0000
3.899003, 622.0000
3.914000, 622.0000
3.947001, 622.0000
3.987003, 622.0000
4.009001, 622.0000
4.028001, 622.0000
4.044003, 622.0000
4.066001, 622.0000
4.106003, 622.0000
4.130998, 622.0000
4.170004, 622.0000
4.196004, 622.0000
4.236006, 622.0000
4.266000, 622.0000
4.284004, 622.0000
4.305006, 622.0000
4.325002, 622.0000
4.365003, 621.0000
4.393006, 621.0000
4.413997, 621.0000
4.455005, 621.0000
4.482001, 608.0000
4.501002, 605.0000
4.541003, 605.0000
4.567004, 614.0000
4.605004, 616.0000
4.633006, 612.0000
4.653002, 608.0000
4.677001, 610.0000
4.696001, 610.0000
4.736999, 609.0000
4.763000, 609.0000
4.800004, 607.0000
4.828006, 608.0000
4.867002, 608.0000
4.891997, 604.0000
4.914005, 606.0000
4.936002, 603.0000
4.962003, 605.0000
4.981003, 605.0000
5.019999, 607.0000
5.046000, 606.0000
5.086001, 606.0000
5.110000, 606.0000
5.150002, 605.0000
5.174997, 604.0000
5.197005, 599.0000
5.219998, 611.0000
5.241000, 611.0000
5.280006, 614.0000
5.336000, 616.0000
5.357997, 619.0000
5.376998, 619.0000
5.393000, 619.0000
5.418005, 619.0000
5.439007, 619.0000
5.459999, 620.0000
5.492004, 620.0000
5.509003, 620.0000
5.545001, 620.0000
5.587004, 620.0000
5.626000, 620.0000
5.663005, 621.0000
5.675004, 621.0000
5.714000, 621.0000
5.742998, 621.0000
5.761999, 621.0000
5.785002, 621.0000
5.809001, 621.0000
5.829007, 621.0000
5.849003, 621.0000
5.872006, 621.0000
5.911998, 621.0000
5.953005, 621.0000
5.996004, 621.0000
6.025998, 622.0000
6.047000, 622.0000
6.068002, 622.0000
6.089999, 622.0000
6.130001, 622.0000
6.154000, 622.0000
6.175997, 622.0000
6.217005, 622.0000
6.241004, 622.0000
6.280000, 622.0000
6.322004, 622.0000
6.362005, 622.0000
6.403003, 622.0000
6.415002, 622.0000
6.438006, 622.0000
6.477997, 622.0000
6.502007, 622.0000
6.541003, 622.0000
6.567999, 622.0000
6.590007, 622.0000
6.629998, 622.0000
6.657005, 622.0000
6.695005, 622.0000
6.721006, 622.0000
6.760997, 622.0000
6.786002, 622.0000
6.812003, 622.0000
6.829001, 622.0000
6.852005, 622.0000
6.872001, 622.0000
6.893998, 622.0000
6.917001, 622.0000
6.936997, 622.0000
6.960000, 622.0000
6.981998, 622.0000
7.004005, 622.0000
7.024997, 622.0000
7.059004, 622.0000
7.100997, 623.0000
7.152999, 623.0000
7.178004, 623.0000
7.199005, 623.0000
7.236000, 623.0000
7.266004, 623.0000
7.286000, 625.0000
7.307001, 626.0000
7.331000, 627.0000
7.371002, 629.0000
7.411004, 632.0000
7.440998, 634.0000
7.464001, 636.0000
7.484007, 637.0000
7.522007, 637.0000
7.547998, 639.0000
7.570005, 643.0000
7.594004, 645.0000
7.614000, 647.0000
7.635002, 648.0000
7.673002, 649.0000
7.702000, 628.0000
7.740000, 627.0000
7.766001, 626.0000
7.805007, 626.0000
7.829006, 628.0000
7.868998, 639.0000
7.908004, 639.0000
7.918002, 634.0000
7.937998, 634.0000
7.960005, 634.0000
7.982003, 633.0000
8.022004, 635.0000
8.046003, 641.0000
8.089003, 645.0000
8.113002, 650.0000
8.153003, 652.0000
8.179004, 658.0000
8.219006, 656.0000
8.244001, 655.0000
8.283007, 653.0000
8.310003, 653.0000
8.329999, 653.0000
8.363000, 652.0000
8.415002, 657.0000
8.450004, 661.0000
8.493999, 655.0000
8.507005, 652.0000
8.527001, 653.0000
8.555999, 655.0000
8.595005, 655.0000
8.660001, 655.0000
8.709005, 659.0000
8.722001, 657.0000
8.746000, 656.0000
8.766006, 656.0000
8.786997, 656.0000
8.838003, 657.0000
8.861006, 660.0000
8.902004, 660.0000
8.918006, 660.0000
8.949006, 660.0000
8.994007, 660.0000
9.048000, 659.0000
9.071003, 659.0000
9.111005, 659.0000
9.135004, 658.0000
9.174000, 658.0000
9.202002, 660.0000
9.243000, 660.0000
9.266999, 661.0000
9.308006, 661.0000
9.332005, 662.0000
9.354003, 663.0000
9.395000, 663.0000
9.418999, 665.0000
9.459001, 668.0000
9.484006, 667.0000
9.525004, 667.0000
9.549003, 668.0000
9.573002, 668.0000
9.594999, 668.0000
9.625999, 668.0000
9.636007, 670.0000
9.674007, 672.0000
9.703005, 673.0000
9.741005, 674.0000
9.768002, 676.0000
9.794002, 676.0000
9.816000, 676.0000
9.837997, 676.0000
9.856002, 676.0000
9.882998, 675.0000
9.896999, 675.0000
9.920998, 675.0000
9.941004, 675.0000
9.963997, 675.0000
9.984003, 679.0000
10.010004, 683.0000
